Order_ID,Order_Date,Delivery_Date,Product,Category,Supplier,Region,Quantity,Unit_Price,Total_Cost,Shipping_Cost,Promised_Days,Delivery_Days,Delivery_Status,Customer_Rating
ORD100030,2024-01-17,2024-01-20,Desk Lamp,Home,Supplier_19,North,1,45.03,45.03,2.77,5,3,Delivered,5.0
ORD100031,2025-03-18,2025-03-25,Coffee Maker,Home,Supplier_23,West,1,59.84,59.84,3.59,7,7,Delivered,5.0
ORD100032,2024-03-18,2024-03-23,Stainless Water Bottle,Home,Supplier_02,North,1,78.83,78.83,3.26,5,5,Delivered,4.7
ORD100033,2024-10-17,2024-10-26,Bluetooth Speaker,Electronics,Supplier_25,North,1,131.15,131.15,4.69,6,9,Delivered,2.5
ORD100034,2025-07-27,2025-07-08,Backpack,Accessories,Supplier_03,East,5,10.32,51.6,3.56,4,6,Delivered,3.7
ORD100035,2025-02-23,2025-04-03,Bluetooth Speaker,Electronics,Supplier_28,West,1,131.86,131.86,3.23,8,39,Delivered,4.0
ORD100036,2024-08-13,2024-08-14,Running Shoes,Apparel,Supplier_13,East,1,42.2,42.2,3.08,4,1,Delivered,5.0
ORD100037,2025-09-19,2025-09-23,T-shirt,Apparel,Supplier_15,South,2,48.19,96.38,4.26,5,4,Delivered,3.9
ORD100038,2024-06-16,2024-06-23,Desk Lamp,Home,Supplier_06,North,1,113.59,113.59,3.37,5,7,Delivered,3.5
ORD100039,2024-12-23,2024-12-24,Desk Lamp,Home,Supplier_12,South,1,17.49,17.49,3.25,6,1,Delivered,4.2
ORD100040,2024-08-25,2024-01-09,Coffee Maker,Home,Supplier_22,West,1,22.84,22.84,2.46,7,6,Delivered,4.4
ORD100041,2024-05-22,2024-05-29,T-shirt,Apparel,Supplier_23,East,5,34.75,173.75,6.2,4,7,Delivered,3.6
ORD100042,2024-12-09,2024-12-14,Stainless Water Bottle,Home,Supplier_20,North,3,59.03,177.09,5.81,5,5,Delivered,3.3
ORD100043,2024-09-10,2024-12-09,Yoga Mat,Sports,Supplier_18,East,1,53.38,53.38,3.0,5,6,Delivered,4.7
ORD100044,2025-05-29,2025-07-06,Bluetooth Speaker,Electronics,Supplier_06,West,1,158.98,158.98,3.89,8,38,Delivered,3.8
ORD100045,2024-10-19,2024-10-28,Fitness Tracker,Electronics,Supplier_13,East,1,179.54,179.54,6.51,6,9,Delivered,3.8
ORD100046,2025-02-25,2025-02-28,T-shirt,Apparel,Supplier_30,East,2,26.07,52.14,3.92,4,3,Delivered,5.0
ORD100047,2024-11-01,2024-05-11,Office Chair,Home,Supplier_08,West,1,91.71,91.71,2.53,7,6,Delivered,4.7
ORD100048,2025-10-22,2025-10-29,Smartwatch,Electronics,Supplier_27,Central,2,275.95,551.9,13.59,7,7,Delivered,5.0
ORD100049,2025-05-01,2025-03-05,Phone Case,Accessories,Supplier_08,Central,1,4.5,4.5,1.53,5,6,Delivered,5.0
ORD100050,2025-10-23,2025-10-29,Phone Case,Accessories,Supplier_26,West,4,18.58,74.32,2.13,6,6,Delivered,3.5
ORD100051,2025-06-28,2025-09-07,Smartwatch,Electronics,Supplier_13,West,2,64.87,129.74,5.48,8,6,Delivered,3.6
ORD100052,2024-06-02,2024-08-06,T-shirt,Apparel,Supplier_03,East,1,55.37,55.37,2.91,4,6,Delivered,4.3
ORD100053,2024-12-14,2024-12-21,Coffee Maker,Home,Supplier_30,West,2,14.03,28.06,2.95,7,7,Delivered,4.9
ORD100054,2025-04-16,2025-04-28,Electric Kettle,Home,Supplier_29,East,3,111.7,335.1,8.57,5,12,Delivered,3.2
ORD100055,2025-09-02,2025-08-09,Smartwatch,Electronics,Supplier_07,East,4,42.38,169.52,5.44,6,6,Delivered,3.1
ORD100056,2024-05-20,2024-05-21,Sunglasses,Accessories,Supplier_13,South,2,42.77,85.54,2.66,5,1,Delivered,4.7
ORD100057,2024-10-02,2024-08-10,Fitness Tracker,Electronics,Supplier_05,East,1,251.88,251.88,6.4,6,6,Delivered,4.8
ORD100058,2024-01-22,2024-01-30,T-shirt,Apparel,Supplier_05,South,1,29.76,29.76,1.9,5,8,Delivered,4.8
ORD100059,2024-11-18,2024-11-24,Bluetooth Speaker,Electronics,Supplier_24,North,1,264.44,264.44,6.0,6,6,Delivered,5.0
ORD100060,2025-10-22,2025-10-28,Office Chair,Home,Supplier_18,East,3,30.68,92.04,2.67,5,6,Delivered,3.4
ORD100061,2025-07-19,2025-07-22,T-shirt,Apparel,Supplier_24,East,1,60.31,60.31,2.16,4,3,Delivered,4.7
ORD100062,2025-07-17,2025-07-22,Electric Kettle,Home,Supplier_14,East,1,59.71,59.71,3.32,5,5,Delivered,3.7
ORD100063,2025-01-26,2025-01-31,Electric Kettle,Home,Supplier_13,East,2,135.95,271.9,7.46,5,5,Delivered,5.0
ORD100064,2024-11-29,2024-11-12,Desk Lamp,Home,Supplier_08,North,1,44.43,44.43,1.79,5,6,Delivered,3.3
ORD100065,2024-07-10,2024-07-16,LED Monitor,Electronics,Supplier_17,North,1,137.42,137.42,5.67,6,6,Delivered,3.7
ORD100066,2025-07-01,2025-05-07,Sunglasses,Accessories,Supplier_03,West,3,46.86,140.58,3.78,6,6,Delivered,3.9
ORD100067,2024-10-12,2024-10-21,Phone Case,Accessories,Supplier_28,South,1,30.42,30.42,2.44,5,9,Delivered,3.4
ORD100068,2024-08-13,2024-08-15,Running Shoes,Apparel,Supplier_05,North,3,31.17,93.51,4.69,4,2,Delivered,4.7
ORD100069,2025-10-08,2025-10-15,Yoga Mat,Sports,Supplier_26,West,1,91.01,91.01,3.76,7,7,Delivered,3.8
ORD100070,2024-04-03,2024-08-04,Cookware Set,Home,Supplier_20,West,1,124.04,124.04,4.64,7,6,Delivered,4.6
ORD100071,2024-08-28,2024-01-09,Stainless Water Bottle,Home,Supplier_13,East,2,52.19,104.38,4.46,5,6,Delivered,4.8
ORD100072,2024-06-04,2024-09-06,Gaming Mouse,Electronics,Supplier_20,East,2,283.75,567.5,13.42,6,6,Delivered,4.7
ORD100073,2024-04-03,2024-11-04,Fitness Tracker,Electronics,Supplier_17,South,2,114.16,228.32,5.69,7,6,Delivered,4.1
ORD100074,2024-01-23,2024-01-02,T-shirt,Apparel,Supplier_18,West,2,68.48,136.96,3.56,6,6,Delivered,3.6
ORD100075,2025-06-18,2025-06-24,Wireless Earbuds,Electronics,Supplier_22,South,4,123.34,493.36,10.82,7,6,Delivered,3.9
ORD100076,2025-01-25,2025-01-28,Running Shoes,Apparel,Supplier_22,Central,1,48.97,48.97,2.74,5,3,Delivered,2.8
ORD100077,2024-01-13,2024-01-21,Office Chair,Home,Supplier_25,East,1,90.68,90.68,3.83,5,8,Delivered,3.8
ORD100078,2025-05-08,2025-11-05,T-shirt,Apparel,Supplier_25,South,1,74.06,74.06,4.16,5,6,Delivered,4.1
ORD100079,2025-01-31,2025-04-02,Smartwatch,Electronics,Supplier_04,East,1,120.04,120.04,3.9,6,6,Delivered,4.1
ORD100080,2025-09-08,2025-09-09,Backpack,Accessories,Supplier_14,East,1,28.79,28.79,1.43,4,1,Delivered,3.4
ORD100081,2024-11-29,2024-05-12,Yoga Mat,Sports,Supplier_15,North,2,82.32,164.64,4.24,5,6,Delivered,3.3
ORD100082,2024-04-09,2024-04-14,Wireless Earbuds,Electronics,Supplier_24,Central,2,232.49,464.98,10.32,7,5,Delivered,4.1
ORD100083,2024-05-17,2024-02-06,T-shirt,Apparel,Supplier_17,West,2,35.06,70.12,3.3,6,6,Delivered,2.7
ORD100084,2024-05-01,2024-03-05,Yoga Mat,Sports,Supplier_17,North,1,25.49,25.49,2.8,5,6,Delivered,3.7
ORD100085,2024-01-19,2024-01-21,Running Shoes,Apparel,Supplier_28,East,1,12.81,12.81,2.76,4,2,Delivered,3.8
ORD100086,2025-03-13,2025-03-16,Backpack,Accessories,Supplier_27,North,4,14.68,58.72,2.41,4,3,Delivered,4.1
ORD100087,2024-01-09,2024-01-13,Noise Cancelling Headphones,Electronics,Supplier_20,West,2,132.52,265.04,7.28,8,4,Delivered,5.0
ORD100088,2025-02-22,2025-02-03,Coffee Maker,Home,Supplier_05,South,3,131.59,394.77,9.61,6,6,Delivered,2.1
ORD100089,2025-06-19,2025-06-25,Desk Lamp,Home,Supplier_25,West,2,29.51,59.02,3.77,7,6,Delivered,4.2
ORD100090,2024-12-18,2024-12-26,Yoga Mat,Sports,Supplier_18,Central,3,53.39,160.17,4.95,6,8,Delivered,2.9
ORD100091,2024-03-12,2024-03-19,Noise Cancelling Headphones,Electronics,Supplier_30,West,2,163.45,326.9,8.47,8,7,Delivered,3.8
ORD100092,2024-09-27,2024-04-10,Wireless Earbuds,Electronics,Supplier_20,West,2,238.17,476.34,10.2,8,6,Delivered,5.0
ORD100093,2024-10-19,2024-10-27,Smartwatch,Electronics,Supplier_16,West,3,160.61,481.83,10.81,8,8,Delivered,4.5
ORD100094,2024-04-18,2024-04-24,Wireless Earbuds,Electronics,Supplier_04,East,1,198.3,198.3,5.65,6,6,Delivered,4.3
ORD100095,2024-08-23,2024-01-09,Desk Lamp,Home,Supplier_29,South,1,20.89,20.89,0.92,6,6,Delivered,3.0
ORD100096,2024-01-04,2024-08-01,Backpack,Accessories,Supplier_08,Central,4,57.62,230.48,7.01,5,6,Delivered,3.8
ORD100097,2025-05-23,2025-05-28,Phone Case,Accessories,Supplier_08,East,3,41.19,123.57,3.08,4,5,Delivered,4.2
ORD100098,2025-10-31,2025-02-11,Electric Kettle,Home,Supplier_03,East,1,112.34,112.34,3.23,5,6,Delivered,5.0
ORD100099,2024-10-09,2024-10-20,Stainless Water Bottle,Home,Supplier_24,North,2,93.48,186.96,4.81,5,11,Delivered,3.9
ORD100100,2024-02-21,2024-02-22,Sunglasses,Accessories,Supplier_27,North,1,20.97,20.97,2.27,4,1,Delivered,5.0
ORD100101,2024-08-01,2024-09-08,Stainless Water Bottle,Home,Supplier_25,West,1,131.81,131.81,3.19,7,38,Delivered,3.6
ORD100102,2024-12-20,2024-12-25,Office Chair,Home,Supplier_25,West,5,113.26,566.3,12.42,7,5,Delivered,5.0
ORD100103,2024-08-25,2024-08-28,LED Monitor,Electronics,Supplier_05,North,1,34.83,34.83,3.67,6,3,Delivered,3.6
ORD100104,2024-09-14,2024-09-16,Sunglasses,Accessories,Supplier_18,South,1,26.8,26.8,3.23,5,2,Delivered,4.6
ORD100105,2024-11-09,2024-12-11,Yoga Mat,Sports,Supplier_09,Central,2,76.07,152.14,4.82,6,32,Delivered,4.4
ORD100106,2024-04-28,2024-02-05,Noise Cancelling Headphones,Electronics,Supplier_28,North,1,291.66,291.66,8.54,6,6,Delivered,3.9
ORD100107,2025-10-28,2025-01-11,Travel Adapter,Accessories,Supplier_14,Central,1,49.5,49.5,2.05,5,6,Delivered,3.5
ORD100108,2024-12-25,2025-01-13,Coffee Maker,Home,Supplier_30,North,1,76.73,76.73,2.15,5,19,Delivered,4.5
ORD100109,2024-01-24,2024-01-02,Office Chair,Home,Supplier_25,West,1,10.71,10.71,2.45,7,6,Delivered,3.3
ORD100110,2024-12-22,2024-12-28,Coffee Maker,Home,Supplier_23,North,4,131.54,526.16,11.64,5,6,Delivered,3.4
ORD100111,2024-04-17,2024-04-18,Backpack,Accessories,Supplier_13,North,1,42.84,42.84,1.83,4,1,Delivered,3.8
ORD100112,2025-10-06,2025-10-22,Desk Lamp,Home,Supplier_15,West,1,124.52,124.52,5.07,7,16,Delivered,3.3
ORD100113,2024-01-05,2024-12-01,Noise Cancelling Headphones,Electronics,Supplier_15,East,1,201.18,201.18,5.87,6,6,Delivered,2.5
ORD100114,2024-03-12,2024-03-18,Running Shoes,Apparel,Supplier_08,West,3,75.29,225.87,6.74,6,6,Delivered,5.0
ORD100115,2024-07-20,2024-07-25,Bluetooth Speaker,Electronics,Supplier_03,North,2,265.31,530.62,13.55,6,5,Delivered,4.3
ORD100116,2025-05-17,2025-05-27,Smartwatch,Electronics,Supplier_01,Central,1,238.01,238.01,6.97,7,10,Delivered,3.1
ORD100117,2024-07-02,2024-05-07,Electric Kettle,Home,Supplier_18,South,1,21.53,21.53,2.63,6,6,Delivered,4.1
ORD100118,2024-07-02,2024-09-07,Bluetooth Speaker,Electronics,Supplier_19,East,2,295.67,591.34,13.35,6,6,Delivered,3.3
ORD100119,2024-06-03,2024-08-06,Bluetooth Speaker,Electronics,Supplier_01,West,2,264.53,529.06,13.02,8,6,Delivered,5.0
ORD100120,2025-07-20,2025-07-28,Stainless Water Bottle,Home,Supplier_23,West,1,138.92,138.92,4.82,7,8,Delivered,4.2
ORD100121,2024-11-18,2024-11-22,Phone Case,Accessories,Supplier_08,West,1,36.17,36.17,1.9,6,4,Delivered,5.0
ORD100122,2024-07-26,2024-05-08,Stainless Water Bottle,Home,Supplier_29,West,2,107.3,214.6,6.94,7,6,Delivered,3.4
ORD100123,2024-01-27,2024-01-31,Phone Case,Accessories,Supplier_28,West,1,31.44,31.44,2.67,6,4,Delivered,4.2
ORD100124,2025-01-09,2025-01-15,Smartwatch,Electronics,Supplier_03,West,1,51.22,51.22,2.52,8,6,Delivered,4.2
ORD100125,2025-01-15,2025-01-22,Noise Cancelling Headphones,Electronics,Supplier_08,North,1,201.84,201.84,6.3,6,7,Delivered,3.8
ORD100126,2025-09-19,2025-09-23,T-shirt,Apparel,Supplier_22,North,4,11.01,44.04,3.62,4,4,Delivered,3.8
ORD100127,2025-07-01,2025-09-07,Sunglasses,Accessories,Supplier_07,East,1,6.44,6.44,1.25,4,6,Delivered,3.0
ORD100128,2025-08-07,2025-09-08,Office Chair,Home,Supplier_05,North,3,41.98,125.94,5.51,5,32,Delivered,3.9
ORD100129,2025-03-11,2025-03-21,Electric Kettle,Home,Supplier_19,Central,1,144.51,144.51,4.43,6,10,Delivered,2.8
ORD100130,2025-02-25,2025-04-03,Sunglasses,Accessories,Supplier_08,West,2,4.68,9.36,1.68,6,37,Delivered,3.9
ORD100131,2025-02-04,2025-09-02,Sunglasses,Accessories,Supplier_26,East,1,24.88,24.88,2.16,4,6,Delivered,4.1
ORD100132,2024-06-06,2024-12-06,Cookware Set,Home,Supplier_07,West,2,67.82,135.64,3.39,7,6,Delivered,5.0
ORD100133,2024-03-06,2024-03-14,Running Shoes,Apparel,Supplier_04,South,1,53.91,53.91,2.36,5,8,Delivered,2.4
ORD100134,2025-07-28,2025-03-08,Cookware Set,Home,Supplier_12,South,1,42.85,42.85,3.57,6,6,Delivered,4.1
ORD100135,2024-08-09,2024-08-18,Cookware Set,Home,Supplier_14,South,3,60.3,180.9,5.07,6,9,Delivered,3.0
ORD100136,2024-08-27,2024-04-09,Fitness Tracker,Electronics,Supplier_28,East,3,39.23,117.69,5.32,6,6,Delivered,3.5
ORD100137,2024-06-03,2024-07-06,Phone Case,Accessories,Supplier_22,North,1,8.89,8.89,2.14,4,33,Delivered,3.9
ORD100138,2024-09-23,2024-11-10,Running Shoes,Apparel,Supplier_02,East,3,41.66,124.98,4.67,4,48,Delivered,3.3
ORD100139,2024-01-21,2024-01-29,Gaming Mouse,Electronics,Supplier_24,North,2,211.6,423.2,10.07,6,8,Delivered,2.8
ORD100140,2024-04-28,2024-07-05,Smartwatch,Electronics,Supplier_26,West,4,38.2,152.8,5.88,8,6,Delivered,3.7
ORD100141,2025-03-29,2025-03-04,Running Shoes,Apparel,Supplier_08,East,1,54.34,54.34,4.09,4,6,Delivered,2.7
ORD100142,2025-10-16,2025-10-23,Coffee Maker,Home,Supplier_07,North,3,55.78,167.34,5.52,5,7,Delivered,3.2
ORD100143,2025-05-25,2025-05-31,Office Chair,Home,Supplier_15,West,1,86.23,86.23,2.24,7,6,Delivered,5.0
ORD100144,2024-09-02,2024-12-09,LED Monitor,Electronics,Supplier_14,South,1,130.78,130.78,3.68,7,6,Delivered,2.9
ORD100145,2025-02-08,2025-02-15,Yoga Mat,Sports,Supplier_09,North,3,10.87,32.61,2.01,5,7,Delivered,4.3
ORD100146,2024-09-24,2024-03-10,Fitness Tracker,Electronics,Supplier_08,South,4,82.86,331.44,7.15,7,6,Delivered,4.9
ORD100147,2025-08-24,2025-05-09,Stainless Water Bottle,Home,Supplier_15,East,1,33.29,33.29,2.71,5,6,Delivered,3.4
ORD100148,2025-03-24,2025-03-29,Office Chair,Home,Supplier_04,East,1,110.47,110.47,3.71,5,5,Delivered,4.7
ORD100149,2025-07-05,2025-07-07,Phone Case,Accessories,Supplier_21,Central,1,19.83,19.83,2.88,5,2,Delivered,4.2
ORD100150,2025-09-06,2025-09-09,Office Chair,Home,Supplier_27,North,2,10.36,20.72,2.51,5,3,Delivered,4.1
ORD100151,2025-02-01,2025-08-02,Wireless Earbuds,Electronics,Supplier_03,East,3,99.02,297.06,7.2,6,6,Delivered,4.1
ORD100152,2025-07-24,2025-03-08,Bluetooth Speaker,Electronics,Supplier_06,West,1,144.47,144.47,3.77,8,6,Delivered,3.7
ORD100153,2025-08-05,2025-08-14,Cookware Set,Home,Supplier_16,North,1,38.87,38.87,2.87,5,9,Delivered,2.3
ORD100154,2025-02-27,2025-05-03,Sunglasses,Accessories,Supplier_07,South,2,3.9,7.8,1.51,5,6,Delivered,2.5
ORD100155,2025-02-08,2025-02-17,Gaming Mouse,Electronics,Supplier_29,West,2,138.32,276.64,6.95,8,9,Delivered,3.2
ORD100156,2025-02-17,2025-02-24,Phone Case,Accessories,Supplier_06,South,1,39.49,39.49,1.97,5,7,Delivered,3.3
ORD100157,2025-03-31,2025-05-04,Gaming Mouse,Electronics,Supplier_01,East,1,132.19,132.19,4.05,6,34,Delivered,3.3
ORD100158,2024-10-26,2024-10-11,Gaming Mouse,Electronics,Supplier_09,Central,1,84.25,84.25,3.52,7,6,Delivered,2.3
ORD100159,2024-10-28,2024-01-11,Fitness Tracker,Electronics,Supplier_10,North,3,71.15,213.45,7.25,6,6,Delivered,4.9
ORD100160,2024-12-27,2025-02-01,Cookware Set,Home,Supplier_23,Central,1,115.74,115.74,3.13,6,36,Delivered,4.9
ORD100161,2025-06-07,2025-11-06,Office Chair,Home,Supplier_22,West,1,141.17,141.17,4.71,7,6,Delivered,3.7
ORD100162,2024-09-22,2024-01-10,Sunglasses,Accessories,Supplier_05,South,4,56.04,224.16,5.27,5,6,Delivered,2.7
ORD100163,2024-09-12,2024-09-20,Coffee Maker,Home,Supplier_10,West,1,66.42,66.42,2.26,7,8,Delivered,3.8
ORD100164,2024-08-19,2024-08-24,Coffee Maker,Home,Supplier_02,East,1,130.68,130.68,5.42,5,5,Delivered,4.3
ORD100165,2025-02-10,2025-02-13,Electric Kettle,Home,Supplier_24,East,1,61.45,61.45,1.9,5,3,Delivered,4.5
ORD100166,2024-03-31,2024-05-04,Office Chair,Home,Supplier_02,North,1,80.86,80.86,3.22,5,34,Delivered,4.5
ORD100167,2025-03-05,2025-12-03,Smartwatch,Electronics,Supplier_02,North,1,46.56,46.56,3.38,6,6,Delivered,2.6
ORD100168,2024-02-08,2024-10-02,Phone Case,Accessories,Supplier_19,East,1,42.45,42.45,1.5,4,6,Delivered,4.0
ORD100169,2025-10-29,2025-02-11,Sunglasses,Accessories,Supplier_17,East,2,10.45,20.9,3.13,4,6,Delivered,4.9
ORD100170,2024-05-10,2024-05-14,Noise Cancelling Headphones,Electronics,Supplier_06,South,2,142.36,284.72,7.4,7,4,Delivered,3.1
ORD100171,2024-06-23,2024-06-25,Phone Case,Accessories,Supplier_17,North,1,16.75,16.75,3.27,4,2,Delivered,4.4
ORD100172,2025-10-04,2025-09-10,Stainless Water Bottle,Home,Supplier_28,West,2,78.35,156.7,4.01,7,6,Delivered,4.2
ORD100173,2025-05-09,2025-10-05,Yoga Mat,Sports,Supplier_03,South,5,85.07,425.35,10.1,6,6,Delivered,3.9
ORD100174,2025-07-17,2025-07-26,Travel Adapter,Accessories,Supplier_03,South,3,32.55,97.65,2.83,5,9,Delivered,3.0
ORD100175,2024-12-09,2024-12-19,Bluetooth Speaker,Electronics,Supplier_13,West,1,49.24,49.24,1.52,8,10,Delivered,3.5
ORD100176,2025-05-09,2025-11-05,Running Shoes,Apparel,Supplier_29,Central,2,18.06,36.12,1.47,5,6,Delivered,3.6
ORD100177,2025-05-27,2025-02-06,Electric Kettle,Home,Supplier_08,East,1,26.99,26.99,2.58,5,6,Delivered,2.9
ORD100178,2025-03-07,2025-12-03,Electric Kettle,Home,Supplier_20,West,3,91.54,274.62,7.86,7,6,Delivered,4.2
ORD100179,2025-03-15,2025-03-20,Phone Case,Accessories,Supplier_20,West,1,27.63,27.63,2.15,6,5,Delivered,3.7
ORD100180,2025-09-23,2025-09-27,Stainless Water Bottle,Home,Supplier_14,East,2,124.23,248.46,7.62,5,4,Delivered,4.0
ORD100181,2025-09-07,2025-09-15,Electric Kettle,Home,Supplier_19,West,4,86.3,345.2,9.87,7,8,Delivered,2.9
ORD100182,2024-01-29,2024-04-02,Noise Cancelling Headphones,Electronics,Supplier_11,Central,2,256.99,513.98,12.61,7,6,Delivered,4.1
ORD100183,2025-01-30,2025-01-31,T-shirt,Apparel,Supplier_07,East,4,39.62,158.48,3.69,4,1,Delivered,4.2
ORD100184,2025-05-01,2025-09-05,Smartwatch,Electronics,Supplier_08,North,3,125.95,377.85,10.02,6,6,Delivered,3.1
ORD100185,2024-01-04,2024-06-01,T-shirt,Apparel,Supplier_13,East,1,16.17,16.17,1.59,4,6,Delivered,4.6
ORD100186,2025-10-29,2025-04-11,LED Monitor,Electronics,Supplier_22,West,3,217.82,653.46,13.58,8,6,Delivered,2.9
ORD100187,2024-08-26,2024-08-28,Backpack,Accessories,Supplier_15,East,1,36.06,36.06,2.62,4,2,Delivered,5.0
ORD100188,2025-02-08,2025-02-16,Smartwatch,Electronics,Supplier_30,East,2,45.81,91.62,3.17,6,8,Delivered,3.8
ORD100189,2025-04-19,2025-04-26,Stainless Water Bottle,Home,Supplier_01,West,1,55.95,55.95,2.7,7,7,Delivered,5.0
ORD100190,2024-05-27,2024-05-06,Fitness Tracker,Electronics,Supplier_20,North,3,242.13,726.39,15.32,6,6,Delivered,3.8
ORD100191,2025-07-16,2025-07-24,Electric Kettle,Home,Supplier_04,South,1,56.83,56.83,1.7,6,8,Delivered,2.2
ORD100192,2025-07-11,2025-07-16,Stainless Water Bottle,Home,Supplier_18,North,2,132.18,264.36,7.89,5,5,Delivered,3.1
ORD100193,2025-06-21,2025-06-23,Coffee Maker,Home,Supplier_17,North,1,111.91,111.91,3.98,5,2,Delivered,2.5
ORD100194,2025-05-03,2025-06-05,T-shirt,Apparel,Supplier_05,South,1,61.35,61.35,3.37,5,33,Delivered,4.5
ORD100195,2024-02-16,2024-02-21,Desk Lamp,Home,Supplier_29,Central,2,48.07,96.14,4.32,6,5,Delivered,4.1
ORD100196,2025-06-04,2025-06-15,Stainless Water Bottle,Home,Supplier_29,South,2,54.13,108.26,4.59,6,11,Delivered,3.0
ORD100197,2024-06-07,2024-06-13,Bluetooth Speaker,Electronics,Supplier_12,North,4,163.51,654.04,16.03,6,6,Delivered,5.0
ORD100198,2025-04-30,2025-02-05,Backpack,Accessories,Supplier_06,North,3,44.04,132.12,4.19,4,6,Delivered,3.6
ORD100199,2025-04-03,2025-09-04,Fitness Tracker,Electronics,Supplier_27,North,3,195.48,586.44,12.79,6,6,Delivered,4.2
ORD100200,2024-10-14,2024-10-21,Office Chair,Home,Supplier_23,West,1,130.68,130.68,4.26,7,7,Delivered,3.7
ORD100201,2024-07-13,2024-07-18,Backpack,Accessories,Supplier_20,West,3,52.71,158.13,5.02,6,5,Delivered,4.3
